,Name,/people/deceased_person/date_of_death,/people/person/gender,/people/person/age,/people/person/date_of_birth
78978,José Pagán,2009-08-20,Male,[],1916-01-01 00:00:00
78986,Sin Canary,2006-11-24,None,[],1912-10-26 00:00:00
79013,Ralph Middlebrooks,1997-11,Male,[],1939-08-20 00:00:00
79038,Loretta M. Wendt,2010-07-25,Female,[],1922-01-01 00:00:00
79052,Rafael Closas Cendre,1956,Male,[],1895-01-01 00:00:00
79084,Yvonne Serand,1969-06-03,Female,[],1886-01-01 00:00:00
79132,Eduard Hoesch,1983-11-05,Male,[],1890-03-15 00:00:00
79138,Béla Tímár,1989-02-02,Male,[],1947-10-08 00:00:00
79141,Lajos Szalkai,1930-06-21,Male,[],1863-03-18 00:00:00
79159,Magda Sonja,1974-08-20,Female,[],1886-05-23 00:00:00
79160,Lajos Réthey,1940,Male,[],1860-05-17 00:00:00
79170,Cecil Cheng,2002-12,Male,[],1925-01-01 00:00:00
79171,Oszkár Perczel,1947,Male,[],1877-02-22 00:00:00
79180,Dezső Kertész,1965-10-18,Male,[],1892-09-02 00:00:00
79182,Paula Kende,1965-07-20,Female,[],1880-06-29 00:00:00
79199,Aladár Ihász,1960-07-24,Male,[],1886-06-27 00:00:00
79202,Károly Hatvani,1929-02-19,Male,[],1858-01-13 00:00:00
79226,Paul Askonas,1935-11-26,Male,[],1872-11-13 00:00:00
79230,Gordon Stoker,2013-03-27,Male,[],1924-08-03 00:00:00
79231,James Sullivan,1945-10,Male,[],1872-01-01 00:00:00
79232,Edith Lanchester,1966-04,Female,[],1871-07-28 00:00:00
79236,David Curtiz,1962-05-23,Male,[],1893-05-24 00:00:00
79240,John H. Kafka,1974-02-05,Male,[],1902-12-26 00:00:00
79246,Li Wen,1983,Female,[],1916-01-01 00:00:00
79275,Zari Elmassian,1990-02-06,Female,[],1906-10-12 00:00:00
79276,Charles K. Peck Jr.,1996-07-23,Male,[],1921-04-01 00:00:00
79318,Richard B. Brewer,2012-08-15,Male,[],1951-04-06 00:00:00
79333,John J. McNally,1931-03-25,Male,[],1855-01-01 00:00:00
79334,Guido Bagier,1967-01-24,Male,[],1888-06-20 00:00:00
79347,Robert Neppach,1939-08-18,Male,[],1890-03-02 00:00:00
79374,Orville Knapp,1936,Male,[],1904-01-01 00:00:00
79383,Irene Eisinger,1994-04-08,Female,[],1903-12-08 00:00:00
79390,Ninon Talion,1977,Female,[],1908-01-01 00:00:00
79406,Derek Rieth,2014-08-20,Male,[],1971-01-01 00:00:00
79439,Stu Gilliam,2013,Male,[],1943-07-27 00:00:00
79445,Frederick C. Peters,1935,Male,[],1875-01-01 00:00:00
79446,Elizabeth Knight,1942,Female,[],1877-01-01 00:00:00
79451,John Cash,1998,Male,[],1936-01-01 00:00:00
79457,Lawrence Woolner,1985-07-21,Male,[],1912-04-12 00:00:00
79472,Edith Olivier,1948-05-10,Female,[],1872-12-31 00:00:00
79482,Joaquin Dicenta Jr.,1967,Male,[],1893-01-01 00:00:00
79490,Margery Olivier,1974,Female,[],1886-01-01 00:00:00
79491,Brynhild Olivier,1935-01-13,Female,[],1887-05-20 00:00:00
79638,Maja Bošković-Stulli,2012-08-14,None,[],1922-11-09 00:00:00
79653,Oren Haglund,1972-09-15,Male,[],1905-11-23 00:00:00
79670,Chester Jones,1975-06-27,Male,[],1899-01-22 00:00:00
79693,Hans-Joachim Kasprzik,1997-10-10,Male,[],1928-08-14 00:00:00
79708,Paul Nickell,2000-05-17,Male,[],1915-12-28 00:00:00
79749,Ahmed Dia El-Din,1976-03-23,Male,[],1912-02-29 00:00:00
79764,Sir William Claude Fawcett,1935,Male,[],1868-01-01 00:00:00
79770,William Fawcett,1941-05-18,None,[],1902-01-01 00:00:00
79790,Loyd S. Papez,1998-11-10,Male,[],1921-06-27 00:00:00
79831,Rasu Madhuravan,2013-07-09,Male,[],1969-01-01 00:00:00
79847,Emil Neroda,2013-01-23,Male,[],1920-02-17 00:00:00
79857,Ben Kasazkow,2007-05-25,Male,[],1916-06-29 00:00:00
79949,Dragutin Krencer,1998-05-25,Male,[],1952-12-18 00:00:00
79953,Diane Elizabeth Dern,1962,Female,[],1961-01-01 00:00:00
79954,Preston Paul Lanier,1982-04,Male,[],1906-08-14 00:00:00
79981,Samuel Wickes,1970,Male,[],1893-01-01 00:00:00
79984,Hal Overell,1999-12-01,Male,[],1916-10-21 00:00:00
80020,William G. Troiano,1983-08-21,Male,[],1914-01-22 00:00:00
80026,Dorothy Dampier,2002-06-19,Female,[],1908-01-01 00:00:00
80028,Bertie Hare,1991-09,Male,[],1907-09-20 00:00:00
80061,John Harron Sr.,1930,Male,[],1867-01-01 00:00:00
80098,Gerardus Jacob Welter,1981,Male,[],1904-01-01 00:00:00
80099,Hugo Huška,1970-10-08,Male,[],1914-12-11 00:00:00
80134,Nick George,1977-12-02,Male,[],1910-04-04 00:00:00
80165,Jan Moravec,1958-04-04,Male,[],1888-05-01 00:00:00
80229,Jozef Režucha,1995-07-15,Male,[],1929-03-13 00:00:00
80275,Zdenek Gina Hasler,1972-11-11,Male,[],1909-10-31 00:00:00
80283,Eduard Hofman,1987-06-11,Male,[],1914-05-16 00:00:00
80315,Manuel Dicenta,1974-11-20,Male,[],1905-05-20 00:00:00
80329,Paul Piaget,1985,Male,[],1934-09-05 00:00:00
80350,Milan Vošmik,1969-12-23,Male,[],1930-09-08 00:00:00
80357,Antonín Moskalyk,2006-01-27,Male,[],1930-11-11 00:00:00
80358,Jindrich Honzl,1953-04-20,Male,[],1894-05-14 00:00:00
80387,Václav Gajer,1998-07-01,Male,[],1923-08-19 00:00:00
80399,Radim Cvrcek,2004-04-29,Male,[],1931-11-30 00:00:00
80439,Whitman Bennett,1968-04-17,Male,[],1883-12-30 00:00:00
80451,Alfred Raboch,1961-01-21,None,[],1888-11-20 00:00:00
80453,Carl Chambers Sr.,1999,Male,[],1942-01-01 00:00:00
80574,Isarco Ravaioli,2004-02-15,Male,[],1933-03-03 00:00:00
80576,Carlos Quiney,2007-05-05,Male,[],1937-06-11 00:00:00
80642,Robert L. Bendick,2008-06-22,Male,[],1917-02-08 00:00:00
80687,Ralph Jones,2000-06-01,Male,[],1921-02-25 00:00:00
80739,Wim Umboh,1996-01-24,Male,[],1933-03-26 00:00:00
80748,Royston Morley,1991-10-14,Male,[],1912-08-25 00:00:00
80882,Allen M. Davey,1996-10-26,Male,[],1925-02-19 00:00:00
80900,Joakim Marusic,1985-11-26,Male,[],1937-08-26 00:00:00
80958,Allan Kenward,2001-03-08,Male,[],1907-08-22 00:00:00
80962,Diomira Jacobini,1959-09-13,Female,[],1899-05-25 00:00:00
81043,James Glick,1995-05-01,Male,[],1915-02-01 00:00:00
81067,Thor Arngrim,2009-12-16,Male,[],1928-11-25 00:00:00
81068,Stan Watt,2005-01-02,Male,[],1930-01-23 00:00:00
81092,Robert Burr,2000-05-13,Male,[],1922-03-05 00:00:00
81139,Groovin' Gary,2009-02-02,Male,[],1958-10-29 00:00:00
81180,Nina Hibbin,2004,Female,[],1922-01-01 00:00:00
81506,John A. Cundieff,2003-12-30,Male,[],1912-01-01 00:00:00
81526,James C. Bradford,1941-05-11,Male,[],1885-06-13 00:00:00
81564,Isla Calder,2000,Female,[],1946-01-01 00:00:00
81614,James Garnet Thompson,1993-03-25,Male,[],1949-02-02 00:00:00
81617,Virginia Ray Davison,1998-03-20,Female,[],1908-01-01 00:00:00
81618,Jack Robert Thompson,1952-07-03,Male,[],1893-09-04 00:00:00
81664,Clara Everina Shelley,1818-09,Female,[],1817-09-02 00:00:00
81671,William Shelley,1819-06,Male,[],1816-01-24 00:00:00
81701,Roger Kwami Zinga,2004-02-22,Male,[],1943-01-01 00:00:00
81719,Angela Aranda Arellano,1928,Female,[],1874-01-01 00:00:00
81757,Rhody Hathaway,1944-02-18,Male,[],1868-10-05 00:00:00
81758,Jean Hathaway,1938-08-23,Female,[],1876-06-15 00:00:00
81763,Elma Robinson,2003,Female,[],1910-01-01 00:00:00
81764,Emmett Ratcliff Smith Sr,1988,Male,[],1907-01-01 00:00:00
81782,Donald McWhinnie,1987-10-08,Male,[],1920-10-16 00:00:00
81783,Arthur Ashley,1970-12-28,Male,[],1886-10-06 00:00:00
81809,Marcel Aboulker,1952-09-07,Male,[],1905-01-01 00:00:00
81845,Sheldon Adams Enke,2001-07-09,Male,[],1922-06-28 00:00:00
81859,Etienne Samson,1997-12-08,Male,[],1920-01-01 00:00:00
81864,Nina  Gabrilowitsc,1966-01-19,Female,[],1910-08-19 00:00:00
81868,Gérard De Boe,1960-03-18,Male,[],1904-11-02 00:00:00
81871,Karen Norris,1996-01-31,Female,[],1927-01-18 00:00:00
81933,Barry O'Neil,1918-03-23,Male,[],1865-09-24 00:00:00
81936,Edgar Klitzsch,1955-09-15,Male,[],1887-07-11 00:00:00
82050,Artur Günther,1972-02-09,Male,[],1893-12-09 00:00:00
82052,France Pejot,2010-04-23,Female,[],1914-10-17 00:00:00
82119,Otto von Mendelssohn Bartholdy,1949,Male,[],1868-01-01 00:00:00
82120,Paul Mendelssohn Bartholdy,1956,Male,[],1879-01-01 00:00:00
82122,Cécile von Mendelssohn Bartholdy,1943,Female,[],1870-01-01 00:00:00
82125,Lilli Mendelssohn Bartholdy,1910,Female,[],1845-01-01 00:00:00
82126,Marie Mendelssohn Bartholdy,1897,Female,[],1839-01-01 00:00:00
82127,Felix Mendelssohn Bartholdy,1851,Male,[],1843-01-01 00:00:00
82129,J.J. McColl,2008-09-23,Female,[],1936-12-24 00:00:00
82130,Cécile Charlotte Sophie Jeanrenaud,1853-09-25,Female,[],1817-10-10 00:00:00
82142,Anne Harron,1955,Female,[],1870-01-01 00:00:00
82151,Anna Theresa Harron,1918-11-09,Female,[],1896-02-16 00:00:00
82235,Mary Mersch,1956-02-26,Female,[],1887-01-04 00:00:00
82303,David Burchell,1992,Male,[],1925-01-01 00:00:00
82308,Victoria Gamarra Ramirez,1959-04-29,Female,[],1886-01-01 00:00:00
82309,Nicomedes Santa Cruz Aparicio,1957-07-10,Male,[],1871-01-01 00:00:00
82317,William Leif Erickson,1971,Male,[],1946-01-01 00:00:00
82340,Adele Lane,1957-10-24,Female,[],1877-07-17 00:00:00
82379,Jana Werichová,1981-05-09,Female,[],1935-10-18 00:00:00
82404,Robert Klein,1960-12-21,Male,[],1880-05-16 00:00:00
82410,Molly Shafer,1940-11-19,Female,[],1872-07-02 00:00:00
82417,Bessie Banks,1969-06-25,Female,[],1887-08-18 00:00:00
82422,Ilona Edelsheim-Gyulai,2013-04-18,Female,[],1918-01-14 00:00:00
82468,Hilde Spiel,1990-11-30,Female,[],1911-10-19 00:00:00
82471,Grete Rehor,1987-01-28,Female,[],1910-06-30 00:00:00
82472,Grete Reinwald,1983-05-04,Female,[],1902-05-25 00:00:00
82478,Pierre Allorge,1944-01-21,Male,[],1891-04-12 00:00:00
82482,Patrick Johnston,1992-09-15,Male,[],1962-09-08 00:00:00
82601,Christopher Lynch,2005-10-10,Male,[],1970-03-10 00:00:00
82633,Bentsion Monastyrsky,1977-01-21,Male,[],1903-03-25 00:00:00
82651,Kitty Jantzen,1984-06-20,Female,[],1916-06-21 00:00:00
82661,Valentine Brook,2001-02-14,Male,[],1912-02-07 00:00:00
82671,Nikolai Ilich Ulianov,1873,Male,[],1873-01-01 00:00:00
82675,Ladislav Brom,1969-01-22,Male,[],1908-04-16 00:00:00
82723,Esther Christine Kisk,1982-06-04,Female,[],1901-03-31 00:00:00
82727,Stepán Skalský,2004-09-14,Male,[],1920-10-20 00:00:00
82740,Heinz Neumann,1937-11-26,Male,[],1902-07-06 00:00:00
82751,Samba Felix N’diaye,2009-11-06,Male,[],1945-03-06 00:00:00
82762,Fannie Louise Hoyt,1920,Female,[],1864-01-01 00:00:00
82763,Nahum Danford Goddard,1928,Male,[],1859-01-01 00:00:00
82787,El Hadji Samba Sarr,2010-05-08,Male,[],1968-09-18 00:00:00
82791,Clara Ocampo,1911,Female,[],1898-01-01 00:00:00
82811,Maria Bargielska,1986,Female,[],1911-01-01 00:00:00
82814,Adolf Fischer,1984-10-21,Male,[],1900-11-18 00:00:00
82819,Carl Heinz Charrell,1958-06-06,Male,[],1895-12-16 00:00:00
82821,Fritz Erpenbeck,1975-01-07,Male,[],1897-04-06 00:00:00
82823,Lois Peyser,1994-02-18,Female,[],1923-03-03 00:00:00
82824,Elinor Karpf,2013-10-21,Female,[],1939-12-27 00:00:00
82838,Ted Pearson,1961-10-05,Male,[],1902-11-03 00:00:00
82866,Minnie Wead,1952-01-21,Female,[],1891-12-09 00:00:00
82867,Hans Kohl,1975,Male,[],1887-01-01 00:00:00
82868,Cäcilie Kohl,1979,Female,[],1890-01-01 00:00:00
82876,Gracia Lee,1995-06-06,Female,[],1926-09-14 00:00:00
82919,Jim Baxter,1964-12-11,Male,[],1913-05-15 00:00:00
82980,Mary Boykin,1885,Female,[],1804-01-01 00:00:00
83018,Takamura Mukuo,1992-06-09,Male,[],1938-01-01 00:00:00
83034,Terry McCrea,2004-05-13,Male,[],1972-10-03 00:00:00
83044,Shirô Amakusa,1986-07-25,Male,[],1917-01-18 00:00:00
83051,Barbara Voight,1995-12-03,Female,[],1910-01-07 00:00:00
83052,Elmer Voight,1973-06,Male,[],1909-10-29 00:00:00
83062,Lillian Hayward,1947-06-13,Female,[],1868-10-22 00:00:00
83073,Cyril Butcher,1988,Male,[],1909-01-01 00:00:00
83080,Leonor Daun,1789-01-03,Female,[],1721-11-02 00:00:00
83085,Donna Damerel,1941-02-15,Female,[],1912-07-08 00:00:00
83104,Ivan Mendzheritsky,2012-04-16,Male,[],1937-04-12 00:00:00
83112,Wilfred X,1998-05-19,Male,[],1920-02-12 00:00:00
83114,Philbert X,1994-02-15,Male,[],1923-05-04 00:00:00
83126,Max Bergunker,1969-07,Male,[],1885-03-03 00:00:00
83137,Herman Hand,1951-12-01,Male,[],1875-08-17 00:00:00
83147,Meg Williams,1977,Female,[],1913-01-01 00:00:00
83152,Brenton Swift,2005-04-18,Male,[],1944-06-01 00:00:00
83153,Sigmund Krumgold,1981-04-11,Male,[],1896-07-01 00:00:00
83314,Vladimir Ivanovich Krivtsov,1990-06-09,Male,[],1938-11-11 00:00:00
83342,Zvonimir Bajsic,1987-08-11,None,[],1925-10-19 00:00:00
83369,Michael Howells,1935,Male,[],1926-01-01 00:00:00
83373,Dorothy Dawe,1975,Female,[],1891-01-01 00:00:00
83375,Olf Fischer,1998-03,Male,[],1917-10-03 00:00:00
83376,Milt Tarver,2004-12-30,Male,[],1943-12-20 00:00:00
83409,Edwina Roache,1984-05,Female,[],1982-01-01 00:00:00
83410,Cordozar Calvin Broadus Sr.,1985-11-09,Male,[],1948-12-10 00:00:00
83429,Helmy Rafla,1978-04-22,Male,[],1909-05-15 00:00:00
83438,Gerard Bryant,2003-01-13,Male,[],1909-08-29 00:00:00
83452,Nemai Ghosh,1988,Male,[],1914-01-01 00:00:00
83467,Steven Pollack,1993-11-26,Male,[],1959-02-07 00:00:00
83493,Vladimír Slavínský,1949-08-16,Male,[],1890-09-26 00:00:00
83524,Willa Read,1994,Female,[],1994-01-01 00:00:00
83562,Ernest Genval,1945,Male,[],1884-01-01 00:00:00
83620,Dion Titheradge,1934-11-16,Male,[],1886-03-30 00:00:00
83632,Lillie Björnstrand,1998-03-23,Female,[],1913-11-02 00:00:00
83641,Oscar Johanson,1943-06-21,Male,[],1865-01-21 00:00:00
83692,Horst Michael Neutze,2006-11-19,Male,[],1923-11-17 00:00:00
83771,D. Rajendra Babu,2013-11-03,Male,[],1951-03-30 00:00:00
83780,Jaro Fürth,1945-11-12,Male,[],1871-04-21 00:00:00
83786,Alfred Williams,1961-04-24,Male,[],1900-02-05 00:00:00
83807,Zbigniew Chmielewski,2009-02-25,Male,[],1926-12-01 00:00:00
83812,Ryszard Ordynski,1953-08-13,Male,[],1878-10-05 00:00:00
83855,Vladimir Shredel,1993-03-17,Male,[],1918-12-05 00:00:00
83903,Roger Patterson,1972-01-15,Male,[],1933-02-14 00:00:00
83976,Tom Priestley,1993-01-28,Male,[],1918-01-01 00:00:00
83981,Jiří Steimar,1968-12-16,Male,[],1887-04-24 00:00:00
83985,Moustapha Dao,2010-06-21,Male,[],1955-01-01 00:00:00
84017,Mariquita Purcell,2009-10-24,Female,[],1913-06-08 00:00:00
84018,Lester William Anthony Annis,2001,Male,[],1914-01-01 00:00:00
84055,Francis Compton,1964-09-17,Male,[],1885-05-04 00:00:00
84071,Stanislaw Lenartowicz,2010-10-28,Male,[],1921-02-07 00:00:00
84089,Claire Angela Louise Dudley Ward,1999,Female,[],1916-01-01 00:00:00
84092,Thomas Isaac Birkin,1922,Male,[],1831-01-01 00:00:00
84125,Ante Peterlic,2007-07-12,Male,[],1936-05-18 00:00:00
84137,"Jenico William Preston, 16th Viscount Gormanston",1940,Male,[],1914-01-01 00:00:00
84159,Robin Fox,1971,Male,[],1913-01-01 00:00:00
84161,Fyodor Alexandrovich Fyodorov-Yurkovsky,1915,Male,[],1842-01-01 00:00:00
84171,Janusz Różewicz,1944-11-07,Male,[],1918-01-01 00:00:00
84173,Daniel Marušić,2009-05-26,Male,[],1931-09-21 00:00:00
84198,Vladan Slijepčević,1989-09-13,Male,[],1930-10-30 00:00:00
84207,Edward Puchalski,1942-11-08,Male,[],1874-09-16 00:00:00
84255,Petr Schulhoff,1986-05-04,Male,[],1922-07-10 00:00:00
84278,Marijan Arhanic,2003,Male,[],1930-01-16 00:00:00
84335,Vojdrag Bercic,2004-09-02,None,[],1918-04-23 00:00:00
84354,Mario Fanelli,1991-07-18,Male,[],1924-05-13 00:00:00
84370,Mike Cassey,2010-08-18,Male,[],1948-12-18 00:00:00
84407,Gonzalo Martínez Ortega,1998-06-02,Male,[],1934-04-27 00:00:00
84459,Baldvin Halldórsson,2007-07-13,Male,[],1923-03-23 00:00:00
84460,Bessi Bjarnason,2005-09-12,Male,[],1930-09-05 00:00:00
84549,Janusz Warnecki,1970-02-04,Male,[],1895-07-02 00:00:00
84595,The Teng Chun,1977-02-25,Male,[],1902-06-18 00:00:00
84602,R.L. Hough,1985-08-11,Male,[],1894-06-15 00:00:00
84674,Margaret Hope McGuffie,1917-10,Female,[],1874-01-01 00:00:00
84738,Wolfram Röhrig,1998,None,[],1916-01-01 00:00:00
84742,Ken Jones,1988-04-25,Male,[],1927-10-02 00:00:00
84794,Zula Pogorzelska,1936-02-10,Female,[],1896-01-01 00:00:00
84801,Pete Canova,1947-06-11,Male,[],1904-12-09 00:00:00
84816,Zeke Canova,1980-08-09,Male,[],1898-12-31 00:00:00
84817,Annie Canova,1994-01-23,Female,[],1901-09-03 00:00:00
84849,Frederik Block,1945-06-01,Male,[],1899-08-30 00:00:00
84933,Jeanne Spencer,1986-07-18,Female,[],1897-11-29 00:00:00
84978,Allan Wilson,2009-03-06,Male,[],1920-03-21 00:00:00
85023,Dean McDaniel,2006-11-01,Male,[],1943-06-28 00:00:00
85183,Michael Stephen Knust,2003-09-15,Male,[],1949-03-11 00:00:00
85231,Aleksander Hertz,1928-01-26,Male,[],1879-01-01 00:00:00
85236,Isaac Newton Sr.,1642-10,Male,[],
85269,Willette Marion Gregg,1963,Female,[],1914-01-01 00:00:00
85465,Sammy Lee,1968-03-30,Male,[],1890-05-26 00:00:00
85478,Dwain Luce,2007-12-19,Male,[],1916-04-25 00:00:00
85640,Eric Ernest Hitchens,1987,Male,[],1909-01-01 00:00:00
85643,Flora R. Snyder,1952-03-16,Female,[],1873-04-03 00:00:00
85658,Harry Dittmar,1948-11-07,Male,[],1883-08-13 00:00:00
85850,Jean Arago,1836,Male,[],1788-01-01 00:00:00
85876,Hammy Howell,1999-01-13,Male,[],1954-10-24 00:00:00
85877,Otta Kraus,2001-07-10,Male,[],1909-09-07 00:00:00
85892,Leon Katz,2004-03-01,Male,[],1909-08-09 00:00:00
85893,Leon Lachal,1983-03-12,None,[],1904-05-18 00:00:00
85895,Leon Gary,2000-12-05,Male,[],1912-07-27 00:00:00
85898,Leon Jacob Cole,1948-02-17,Male,[],1877-06-01 00:00:00
85901,Leon Godchaux,1899,Male,[],1824-06-10 00:00:00
85903,Leon De Lathouwer,2008-08-07,Male,[],1929-09-19 00:00:00
85904,Leon Jordan,1970-07-15,Male,[],1905-01-01 00:00:00
85906,Leon Hellmuth,1981-12-29,Male,[],1934-08-14 00:00:00
85907,Leon Lapidus,1977-05-05,Male,[],1924-09-26 00:00:00
85925,Ben Terkel,1965,Male,[],1907-01-01 00:00:00
85926,Meyer Terkel,1958,Male,[],1905-01-01 00:00:00
85981,Dharam Kumar,1993-07-28,Male,[],1919-11-26 00:00:00
86040,Frederica Amelia Barker,1980,Female,[],1917-01-01 00:00:00
86149,Bojan Stupica,1970-05-22,Male,[],1910-08-01 00:00:00
86171,Lee Beggs,1943-11-18,Male,[],1870-12-03 00:00:00
86233,Robert Boudrioz,1949-06-22,Male,[],1887-02-12 00:00:00
86234,Karl Junge-Swinburne,1950-06-28,Male,[],1878-08-20 00:00:00
86235,Pyotr Repnin,1970-07-01,Male,[],1894-09-18 00:00:00
86257,Natasha Riehle,2013,Female,[],1938-01-01 00:00:00
86296,Gerhard Rosenfeld,2003-03-05,Male,[],1931-02-10 00:00:00
86313,Boris Gusman,1944-05-03,Male,[],1892-01-01 00:00:00
86336,Andrei Tolstoy,1920,Male,[],1895-01-01 00:00:00
86341,Mikhail Tolstoy,1919,Male,[],1893-01-01 00:00:00
86356,Günter Drescher,2006-09-05,Male,[],1928-02-23 00:00:00
86357,Emile Avery,1985-11-08,Male,[],1908-05-09 00:00:00
86360,Paul Borgelt,1971-08-28,Male,[],1887-02-16 00:00:00
86361,Sibtain Fazli,1985-07-25,Male,[],1916-07-09 00:00:00
86376,Man'Ha Dombasle,1999,Female,[],1898-01-01 00:00:00
86387,René Sonnery,1925,Male,[],1887-01-01 00:00:00
86390,Barbara Lampson,2003-10-07,Female,[],1927-05-26 00:00:00
86395,Annemarie Esper,2004-12-02,Female,[],1934-06-06 00:00:00
86399,Helmut Schellhardt,2002-05-16,Male,[],1929-01-18 00:00:00
86400,Ray Aghayan,2011-10-10,Male,[],1928-07-28 00:00:00
86402,Liubov Alexandrovna Behrs,1868,Female,[],1808-01-01 00:00:00
86403,Andrey Evstafievich Behrs,1868,Male,[],1808-01-01 00:00:00
86412,Jennifer Minetti,2011-08-05,Female,[],1940-01-08 00:00:00
86432,Mikhail Kirillov,1975-01-13,Male,[],1908-07-28 00:00:00
86457,Martin Eckermann,2005-08-18,None,[],1930-11-27 00:00:00
86597,Christian Dyall,1998-07,Male,[],1944-06-28 00:00:00
86724,Milan Nedela,1997-04-14,Male,[],1934-02-23 00:00:00
86730,Ernie Morrison Sr.,1971-03-10,Male,[],1892-09-02 00:00:00
86731,Karel Pavlík,1973-07-16,Male,[],1912-03-14 00:00:00
86737,Robert Vrchota,1993-04-25,Male,[],1920-01-13 00:00:00
86742,Jan Libíček,1974-05-24,Male,[],1931-09-28 00:00:00
86743,Jaromír Spal,1981-03-22,Male,[],1916-07-18 00:00:00
86745,Frantisek Malek,1995,Male,[],1920-01-01 00:00:00
86776,Angelo Michajlov,1998-07-07,Male,[],1939-10-04 00:00:00
86798,Dinu Cocea,2013,Male,[],1929-09-22 00:00:00
86835,Lew Porter,1956-01-29,Male,[],1892-02-04 00:00:00
86844,Daniel Joseph Feeney,1896,Male,[],1896-01-01 00:00:00
86848,Mario DaRe,2010-04-18,Male,[],1933-05-21 00:00:00
86865,Luigi Zerbinati,1982-11-19,Male,[],1909-09-17 00:00:00
86878,Jason Fleiss,2009-12-28,Male,[],1968-08-12 00:00:00
86928,Madam Alex,1995-07-08,Female,[],1913-09-29 00:00:00
86986,Lionel Tomlinson,1972,Male,[],1907-12-05 00:00:00
87114,Michal Hejný,1996-10-22,Male,[],1955-05-25 00:00:00
87123,Theodore Zichy,1988-02,Male,[],1908-06-13 00:00:00
87193,Annette Eick,2010-02-25,Female,[],1909-10-13 00:00:00
87216,Martin Benedict,1958-11-02,Male,[],1944-08-05 00:00:00
87219,Steven Henschel,1984-10-17,Male,[],1947-07-24 00:00:00
87283,Glenn Souham,1986-09-24,Male,[],1952-01-01 00:00:00
87334,Ernest Wood,1942-07-13,Male,[],1887-04-17 00:00:00
87357,Randy Chodak,2003-09-16,Male,[],1955-01-01 00:00:00
87368,Betty Lorraine,1944-09-01,Female,[],1908-06-30 00:00:00
87388,Tony Young,2002-02-26,Male,[],1937-06-28 00:00:00
87394,Geza Gaspar,1995-09-17,Male,[],1910-11-21 00:00:00
87403,Robert Ho Yau Kwong,1981,Male,[],1948-01-01 00:00:00
87437,Clementina Leitão,2004-02-21,Female,[],1923-08-01 00:00:00
87477,Layson D. Kennard,1999-12-25,Male,[],1973-11-06 00:00:00
87485,Jessie Ann Laurie,1935,Female,[],1858-01-01 00:00:00
87486,William Laurie,1903,Male,[],1856-01-01 00:00:00
87532,Hilary Wontner,1984-05,Male,[],1912-10-04 00:00:00
87579,Tristan Bates,1990,Male,[],1971-01-01 00:00:00
87608,Osamu Ichikawa,2009-01-02,Male,[],1936-06-21 00:00:00
87612,Dorothy Batley,1983-12-08,Female,[],1902-01-18 00:00:00
87613,Valerie White,1975-12-03,Female,[],1915-12-26 00:00:00
87614,Maria Losifovna Schnittke,1972,Female,[],1910-01-01 00:00:00
87616,Harry Viktorovich Schnittke,1975,Male,[],1914-01-01 00:00:00
87624,Else Korén,1990,Female,[],1920-05-01 00:00:00
87665,Elizabeth Hiscott,1995-03,Female,[],1910-11-18 00:00:00
87675,Giulio Panicali,1987-03-18,Male,[],1899-02-17 00:00:00
87735,Chandler House,1982-03-17,Female,[],1906-01-26 00:00:00
87753,John W. Brunius,1937-12-16,Male,[],1884-12-26 00:00:00
87766,J. G. Mayer,1947-09-30,Male,[],1891-04-16 00:00:00
87783,Charles Edward Anderson,1946,Male,[],1945-02-27 00:00:00
87785,David Schulberg,2005-08-14,Male,[],1946-01-29 00:00:00
87789,Nikola Rudarov,2010-03-26,Male,[],1927-12-06 00:00:00
87792,Nikolay Khmelyov,1945-11-01,Male,[],1901-08-10 00:00:00
87799,Beatrice Roberts,1960,Female,[],1888-01-01 00:00:00
87802,Muriel Roberts,2004-12,Female,[],1921-01-01 00:00:00
87804,James Norval,1949,Male,[],1945-01-01 00:00:00
87816,Michael Tors,1954-09-13,Male,[],1954-09-11 00:00:00
87858,James D. Morris,2002-05-23,Male,[],1935-02-28 00:00:00
87868,Jan Rubini,1989-12-02,Male,[],1897-04-05 00:00:00
87879,Amy Carnevale,1991-08-23,Female,[],1977-04-13 00:00:00
87936,"Virginia Ray ""Jigee"" Schulberg",1960-01-31,Female,[],1903-09-03 00:00:00
87974,Leroy Smith,2009-01-15,Male,[],1952-09-03 00:00:00
87979,Amanda Schofield,1999-10,Female,[],1960-10-15 00:00:00
87982,Charles Wheelock,1948-05-25,Male,[],1874-06-26 00:00:00
88049,E.R. Hickson,1952-01-22,Male,[],1892-09-02 00:00:00
88064,Eva Neumann,1994-08-10,Female,[],1891-01-05 00:00:00
88079,James S. Burkett,1970-10-26,Male,[],1895-08-17 00:00:00
88082,Perdita Macpherson Schaffner,2001-12-26,Female,[],1919-03-31 00:00:00
88107,Cyril Delevanti,1975,Male,[],1914-01-01 00:00:00
88110,Edward Prospero Richard Delevanti,1911,Male,[],1859-01-01 00:00:00
88113,Gloria Mestre,2012-12-09,Female,[],1928-07-28 00:00:00
88122,Frances Olivero,2000-04-15,None,[],1950-02-16 00:00:00
88147,Darrell Catling,1991-07,Male,[],1909-01-10 00:00:00
88164,Ray Watts,2000-02-12,Male,[],1957-01-26 00:00:00
88172,Grace Louise Hawks,1927-12-23,Female,[],1903-10-17 00:00:00
